Accident_ID,Date,Time,City,State,Country,Accident Type,Cause of Accident,Severity,Number of Vehicles Involved,Number of Casualties,Number of Injuries,Weather Condition,Road Condition,Police Report Filed,Emergency Services Response Time (min),Hospital Admitted To
ACC00660,2025-02-04,15:02:48,Jaipur,Rajasthan,India,Pedestrian Involved,Over Speeding,Severe,3,3,2,Stormy,Dry,No,35.4,Fortis Healthcare
ACC00661,2025-04-11,14:05:59,Lucknow,Uttar Pradesh,India,Vehicle Collision,Poor Lighting,Severe,4,3,6,Foggy,Gravel,No,5.3,AIIMS
ACC00662,2025-01-08,11:20:43,Jaipur,Rajasthan,India,Two-Wheeler,Poor Lighting,Fatal,4,1,5,Stormy,Gravel,No,36.0,AIIMS
ACC00663,2025-02-11,18:45:06,Delhi,Delhi,India,Vehicle Collision,Human Error,Severe,4,1,5,Foggy,Wet,Yes,25.5,AIIMS
ACC00664,2025-04-28,19:38:40,Jaipur,Rajasthan,India,Train,Road Conditions,Moderate,1,0,5,Foggy,Wet,No,34.1,Max Healthcare
ACC00665,2025-03-03,07:35:48,Delhi,Delhi,India,Vehicle Collision,Road Conditions,Severe,3,2,1,Clear,Dry,No,16.9,Apollo Hospitals
ACC00666,2025-01-08,14:00:33,Pune,Maharashtra,India,Train,Drunk Driving,Moderate,3,2,3,Rainy,Potholes,Yes,9.2,Max Healthcare
ACC00667,2025-04-22,20:13:51,Lucknow,Uttar Pradesh,India,Truck,Road Conditions,Severe,4,0,2,Stormy,Potholes,Yes,8.7,Manipal Hospital
ACC00668,2025-05-05,14:20:17,Bengaluru,Karnataka,India,Slip & Fall,Drunk Driving,Fatal,1,2,6,Stormy,Under Construction,No,39.9,Max Healthcare
ACC00669,2025-01-13,04:47:56,Pune,Maharashtra,India,Fire Accident,Brake Failure,Fatal,4,1,2,Rainy,Potholes,No,10.2,Max Healthcare
ACC00670,2025-04-26,08:24:22,Jaipur,Rajasthan,India,Pedestrian Involved,Poor Lighting,Moderate,4,3,1,Rainy,Under Construction,No,41.9,Apollo Hospitals
ACC00671,2025-03-14,13:37:48,Lucknow,Uttar Pradesh,India,Fire Accident,Over Speeding,Minor,3,2,1,Rainy,Dry,No,17.2,AIIMS
ACC00672,2025-03-23,13:53:44,Ahmedabad,Gujarat,India,Bus,Brake Failure,Minor,2,1,5,Stormy,Dry,No,40.6,Fortis Healthcare
ACC00673,2025-02-27,22:25:07,Bengaluru,Karnataka,India,Slip & Fall,Over Speeding,Minor,5,2,1,Clear,Potholes,No,27.9,Max Healthcare
ACC00674,2025-02-21,03:23:11,Pune,Maharashtra,India,Train,Road Conditions,Fatal,4,1,2,Stormy,Potholes,No,11.0,AIIMS
ACC00675,2025-04-29,22:22:00,Delhi,Delhi,India,Fire Accident,Brake Failure,Moderate,4,2,5,Clear,Potholes,No,30.8,Fortis Healthcare
ACC00676,2025-03-17,10:26:34,Mumbai,Maharashtra,India,Bus,Human Error,Minor,5,0,2,Clear,Under Construction,Yes,35.0,Max Healthcare
ACC00677,2025-04-21,04:46:46,Mumbai,Maharashtra,India,Pedestrian Involved,Poor Lighting,Moderate,1,2,2,Rainy,Under Construction,No,8.4,Max Healthcare
ACC00678,2025-04-06,10:14:52,Lucknow,Uttar Pradesh,India,Train,Brake Failure,Minor,4,0,3,Stormy,Wet,No,6.0,Max Healthcare
ACC00679,2025-03-16,16:00:25,Chennai,Tamil Nadu,India,Fire Accident,Weather Conditions,Minor,1,0,5,Rainy,Gravel,Yes,12.3,Apollo Hospitals
ACC00680,2025-02-01,03:59:14,Bengaluru,Karnataka,India,Bus,Brake Failure,Moderate,1,2,2,Clear,Dry,No,20.6,AIIMS
ACC00681,2025-02-10,09:59:57,Bengaluru,Karnataka,India,Fire Accident,Weather Conditions,Severe,4,0,1,Rainy,Wet,Yes,24.7,Max Healthcare
ACC00682,2025-04-29,11:37:41,Kolkata,West Bengal,India,Pedestrian Involved,Weather Conditions,Minor,3,3,5,Stormy,Dry,No,6.2,Fortis Healthcare
ACC00683,2025-01-13,19:49:46,Mumbai,Maharashtra,India,Bus,Human Error,Minor,2,1,3,Stormy,Potholes,Yes,38.9,Max Healthcare
ACC00684,2025-03-30,19:15:03,Hyderabad,Telangana,India,Two-Wheeler,Weather Conditions,Moderate,2,3,5,Stormy,Dry,Yes,37.5,Max Healthcare
ACC00685,2025-04-25,04:03:36,Ahmedabad,Gujarat,India,Two-Wheeler,Over Speeding,Minor,4,2,5,Foggy,Potholes,No,38.7,Fortis Healthcare
ACC00686,2025-04-18,16:12:50,Lucknow,Uttar Pradesh,India,Bus,Over Speeding,Moderate,5,0,3,Clear,Potholes,Yes,38.2,Max Healthcare
ACC00687,2025-01-12,06:16:04,Ahmedabad,Gujarat,India,Fire Accident,Drunk Driving,Severe,3,2,6,Stormy,Gravel,Yes,31.5,AIIMS
ACC00688,2025-01-24,18:06:35,Chennai,Tamil Nadu,India,Truck,Brake Failure,Severe,1,1,6,Clear,Under Construction,No,5.2,Apollo Hospitals
ACC00689,2025-01-12,23:20:15,Bengaluru,Karnataka,India,Fire Accident,Human Error,Fatal,4,0,6,Clear,Under Construction,Yes,40.7,Manipal Hospital
ACC00690,2025-03-04,02:19:05,Delhi,Delhi,India,Train,Road Conditions,Fatal,5,2,4,Rainy,Dry,Yes,23.5,Fortis Healthcare
ACC00691,2025-04-14,06:48:35,Pune,Maharashtra,India,Vehicle Collision,Drunk Driving,Minor,3,2,2,Clear,Under Construction,No,37.3,Fortis Healthcare
ACC00692,2025-01-19,09:10:10,Hyderabad,Telangana,India,Slip & Fall,Weather Conditions,Minor,3,3,6,Rainy,Dry,Yes,44.4,Manipal Hospital
ACC00693,2025-05-06,04:42:05,Delhi,Delhi,India,Bus,Human Error,Fatal,2,1,6,Rainy,Dry,Yes,34.8,Fortis Healthcare
ACC00694,2025-04-29,03:29:34,Ahmedabad,Gujarat,India,Truck,Human Error,Severe,2,0,6,Foggy,Under Construction,No,5.1,Manipal Hospital
ACC00695,2025-04-26,00:24:40,Mumbai,Maharashtra,India,Train,Brake Failure,Fatal,3,0,6,Stormy,Potholes,No,25.7,Apollo Hospitals
ACC00696,2025-01-30,05:06:21,Hyderabad,Telangana,India,Vehicle Collision,Weather Conditions,Fatal,5,3,3,Clear,Potholes,Yes,18.4,Max Healthcare
ACC00697,2025-04-14,21:10:20,Mumbai,Maharashtra,India,Truck,Poor Lighting,Fatal,1,1,2,Rainy,Gravel,No,7.5,Apollo Hospitals
ACC00698,2025-02-13,10:10:16,Mumbai,Maharashtra,India,Slip & Fall,Brake Failure,Minor,5,2,3,Rainy,Dry,No,14.5,AIIMS
ACC00699,2025-03-31,12:53:19,Mumbai,Maharashtra,India,Train,Human Error,Moderate,1,3,1,Stormy,Under Construction,Yes,8.4,Apollo Hospitals
ACC00700,2025-04-06,16:41:24,Mumbai,Maharashtra,India,Fire Accident,Weather Conditions,Minor,2,0,4,Clear,Gravel,No,7.6,Apollo Hospitals
ACC00701,2025-02-25,06:47:39,Jaipur,Rajasthan,India,Vehicle Collision,Weather Conditions,Fatal,4,0,5,Stormy,Wet,Yes,23.1,Manipal Hospital
ACC00702,2025-04-18,08:36:00,Kolkata,West Bengal,India,Pedestrian Involved,Weather Conditions,Minor,4,2,5,Rainy,Dry,Yes,5.5,Apollo Hospitals
ACC00703,2025-04-22,19:20:13,Lucknow,Uttar Pradesh,India,Truck,Human Error,Moderate,5,2,3,Stormy,Potholes,No,12.4,Fortis Healthcare
ACC00704,2025-04-03,08:20:19,Mumbai,Maharashtra,India,Vehicle Collision,Drunk Driving,Severe,5,3,5,Foggy,Gravel,Yes,10.9,AIIMS
ACC00705,2025-01-01,06:34:24,Lucknow,Uttar Pradesh,India,Train,Weather Conditions,Severe,1,1,1,Rainy,Under Construction,Yes,21.9,Fortis Healthcare
ACC00706,2025-04-04,11:28:30,Hyderabad,Telangana,India,Truck,Road Conditions,Minor,3,1,6,Stormy,Potholes,No,39.1,Max Healthcare
ACC00707,2025-02-12,20:31:04,Chennai,Tamil Nadu,India,Bus,Brake Failure,Severe,2,0,4,Clear,Potholes,Yes,41.8,Fortis Healthcare
ACC00708,2025-02-11,06:22:28,Hyderabad,Telangana,India,Slip & Fall,Human Error,Moderate,2,3,6,Foggy,Potholes,Yes,21.0,Apollo Hospitals
ACC00709,2025-03-17,06:50:27,Chennai,Tamil Nadu,India,Vehicle Collision,Over Speeding,Severe,1,0,2,Foggy,Potholes,Yes,30.3,AIIMS
ACC00710,2025-01-17,12:50:30,Mumbai,Maharashtra,India,Vehicle Collision,Drunk Driving,Moderate,3,1,2,Foggy,Wet,No,38.9,Fortis Healthcare
ACC00711,2025-01-19,08:10:51,Bengaluru,Karnataka,India,Truck,Over Speeding,Moderate,3,0,1,Rainy,Potholes,Yes,18.5,Fortis Healthcare
ACC00712,2025-01-02,19:57:42,Ahmedabad,Gujarat,India,Slip & Fall,Drunk Driving,Severe,3,1,5,Stormy,Dry,Yes,10.8,Fortis Healthcare
ACC00713,2025-05-06,11:58:34,Hyderabad,Telangana,India,Truck,Human Error,Fatal,3,2,5,Stormy,Wet,Yes,35.5,Max Healthcare
ACC00714,2025-01-13,06:49:45,Hyderabad,Telangana,India,Bus,Road Conditions,Moderate,3,1,1,Foggy,Wet,No,13.4,Apollo Hospitals
ACC00715,2025-04-08,22:20:16,Pune,Maharashtra,India,Pedestrian Involved,Drunk Driving,Fatal,5,2,4,Stormy,Wet,No,33.5,Max Healthcare
ACC00716,2025-01-17,14:08:26,Pune,Maharashtra,India,Slip & Fall,Brake Failure,Severe,5,3,6,Clear,Wet,Yes,40.8,Manipal Hospital
ACC00717,2025-03-02,21:20:40,Hyderabad,Telangana,India,Fire Accident,Drunk Driving,Severe,4,3,5,Rainy,Gravel,No,27.0,Fortis Healthcare
ACC00718,2025-01-24,15:28:55,Delhi,Delhi,India,Bus,Brake Failure,Severe,2,0,4,Foggy,Potholes,No,23.7,Manipal Hospital
ACC00719,2025-02-28,04:45:17,Chennai,Tamil Nadu,India,Slip & Fall,Weather Conditions,Severe,4,0,2,Stormy,Wet,No,30.8,AIIMS
ACC00720,2025-04-11,10:15:22,Delhi,Delhi,India,Bus,Road Conditions,Minor,3,1,1,Clear,Dry,No,6.5,Fortis Healthcare
ACC00721,2025-03-05,01:14:26,Chennai,Tamil Nadu,India,Truck,Poor Lighting,Severe,3,2,6,Foggy,Wet,Yes,44.9,Max Healthcare
ACC00722,2025-03-01,08:48:18,Ahmedabad,Gujarat,India,Vehicle Collision,Road Conditions,Severe,3,2,4,Stormy,Under Construction,Yes,23.9,Max Healthcare
ACC00723,2025-02-19,14:16:32,Bengaluru,Karnataka,India,Fire Accident,Drunk Driving,Moderate,2,3,2,Stormy,Potholes,No,36.7,AIIMS
ACC00724,2025-04-17,04:00:45,Hyderabad,Telangana,India,Fire Accident,Road Conditions,Fatal,2,3,4,Clear,Gravel,Yes,28.1,Fortis Healthcare
ACC00725,2025-04-22,18:22:24,Ahmedabad,Gujarat,India,Vehicle Collision,Brake Failure,Severe,3,1,4,Stormy,Potholes,No,18.0,Apollo Hospitals
ACC00726,2025-05-08,08:43:48,Lucknow,Uttar Pradesh,India,Vehicle Collision,Drunk Driving,Moderate,3,3,4,Rainy,Potholes,Yes,26.4,Fortis Healthcare
ACC00727,2025-04-29,13:03:37,Pune,Maharashtra,India,Pedestrian Involved,Weather Conditions,Fatal,3,0,2,Clear,Under Construction,Yes,6.3,Max Healthcare
ACC00728,2025-01-08,08:04:31,Pune,Maharashtra,India,Vehicle Collision,Drunk Driving,Moderate,1,3,3,Rainy,Wet,No,31.4,Apollo Hospitals
ACC00729,2025-04-15,14:14:55,Pune,Maharashtra,India,Vehicle Collision,Weather Conditions,Minor,2,2,4,Stormy,Wet,Yes,10.2,Manipal Hospital
ACC00730,2025-01-30,09:58:48,Pune,Maharashtra,India,Pedestrian Involved,Brake Failure,Moderate,2,1,3,Stormy,Potholes,Yes,29.1,AIIMS
ACC00731,2025-02-19,16:00:43,Lucknow,Uttar Pradesh,India,Truck,Human Error,Fatal,3,1,1,Rainy,Potholes,Yes,38.0,Max Healthcare
ACC00732,2025-02-07,22:37:56,Hyderabad,Telangana,India,Train,Human Error,Fatal,4,3,5,Clear,Dry,No,30.9,Manipal Hospital
ACC00733,2025-02-18,14:14:27,Chennai,Tamil Nadu,India,Bus,Brake Failure,Moderate,4,1,2,Stormy,Potholes,No,41.4,Fortis Healthcare
ACC00734,2025-04-23,01:44:36,Lucknow,Uttar Pradesh,India,Pedestrian Involved,Brake Failure,Minor,2,1,3,Foggy,Dry,Yes,41.3,Manipal Hospital
ACC00735,2025-04-26,17:51:58,Jaipur,Rajasthan,India,Pedestrian Involved,Weather Conditions,Minor,1,2,4,Stormy,Wet,No,13.3,Apollo Hospitals
ACC00736,2025-05-03,11:35:08,Pune,Maharashtra,India,Vehicle Collision,Over Speeding,Fatal,4,2,6,Stormy,Wet,No,6.5,AIIMS
ACC00737,2025-04-14,03:11:04,Delhi,Delhi,India,Two-Wheeler,Weather Conditions,Fatal,4,3,1,Clear,Under Construction,Yes,33.5,Manipal Hospital
ACC00738,2025-01-01,19:18:07,Bengaluru,Karnataka,India,Slip & Fall,Road Conditions,Severe,2,1,1,Clear,Wet,No,10.0,Manipal Hospital
ACC00739,2025-01-31,06:26:26,Bengaluru,Karnataka,India,Pedestrian Involved,Poor Lighting,Minor,3,1,4,Foggy,Wet,Yes,33.6,Max Healthcare
ACC00740,2025-04-21,05:34:02,Hyderabad,Telangana,India,Slip & Fall,Poor Lighting,Minor,5,0,4,Foggy,Potholes,Yes,28.9,Apollo Hospitals
ACC00741,2025-02-15,22:22:12,Kolkata,West Bengal,India,Truck,Drunk Driving,Severe,2,1,1,Clear,Potholes,Yes,44.6,AIIMS
ACC00742,2025-03-08,18:24:29,Hyderabad,Telangana,India,Pedestrian Involved,Drunk Driving,Minor,2,1,1,Stormy,Under Construction,Yes,37.6,AIIMS
ACC00743,2025-04-04,04:34:24,Jaipur,Rajasthan,India,Truck,Human Error,Moderate,5,3,4,Clear,Wet,Yes,9.2,AIIMS
ACC00744,2025-05-05,18:50:00,Bengaluru,Karnataka,India,Vehicle Collision,Brake Failure,Severe,1,3,2,Stormy,Wet,Yes,31.3,AIIMS
ACC00745,2025-01-14,03:30:35,Lucknow,Uttar Pradesh,India,Train,Over Speeding,Minor,2,3,3,Stormy,Dry,Yes,15.1,Apollo Hospitals
ACC00746,2025-03-07,06:35:12,Lucknow,Uttar Pradesh,India,Train,Poor Lighting,Fatal,2,2,2,Foggy,Potholes,Yes,18.4,Max Healthcare
ACC00747,2025-04-17,00:53:15,Lucknow,Uttar Pradesh,India,Slip & Fall,Brake Failure,Moderate,5,0,2,Clear,Under Construction,Yes,17.4,Manipal Hospital
ACC00748,2025-01-17,15:23:44,Hyderabad,Telangana,India,Pedestrian Involved,Over Speeding,Moderate,3,3,3,Rainy,Wet,No,13.2,Apollo Hospitals
ACC00749,2025-05-07,22:10:27,Hyderabad,Telangana,India,Slip & Fall,Poor Lighting,Severe,2,2,3,Clear,Under Construction,No,30.9,AIIMS
ACC00750,2025-03-09,07:13:30,Mumbai,Maharashtra,India,Truck,Road Conditions,Severe,3,1,2,Clear,Wet,Yes,29.3,Manipal Hospital
ACC00751,2025-02-17,13:49:58,Jaipur,Rajasthan,India,Train,Drunk Driving,Fatal,1,0,4,Clear,Wet,Yes,30.4,Fortis Healthcare
ACC00752,2025-03-09,13:13:43,Hyderabad,Telangana,India,Two-Wheeler,Over Speeding,Moderate,5,1,2,Clear,Potholes,No,17.5,Fortis Healthcare
ACC00753,2025-02-18,08:19:10,Hyderabad,Telangana,India,Fire Accident,Drunk Driving,Moderate,3,2,5,Stormy,Wet,No,39.5,Manipal Hospital
ACC00754,2025-03-24,01:17:55,Delhi,Delhi,India,Train,Brake Failure,Fatal,2,3,4,Stormy,Under Construction,No,35.4,Manipal Hospital
ACC00755,2025-03-13,16:46:46,Mumbai,Maharashtra,India,Fire Accident,Brake Failure,Minor,3,1,5,Rainy,Gravel,No,23.5,Manipal Hospital
ACC00756,2025-05-05,07:05:28,Ahmedabad,Gujarat,India,Fire Accident,Human Error,Fatal,1,2,2,Stormy,Wet,Yes,41.6,Apollo Hospitals
ACC00757,2025-02-25,18:28:45,Mumbai,Maharashtra,India,Train,Brake Failure,Fatal,4,3,6,Foggy,Potholes,No,17.3,Max Healthcare
ACC00758,2025-02-17,09:17:30,Delhi,Delhi,India,Fire Accident,Over Speeding,Minor,4,1,2,Stormy,Gravel,No,25.4,Manipal Hospital
ACC00759,2025-02-08,02:39:23,Chennai,Tamil Nadu,India,Vehicle Collision,Poor Lighting,Fatal,4,1,2,Stormy,Dry,No,30.2,Apollo Hospitals
ACC00760,2025-02-20,07:31:15,Bengaluru,Karnataka,India,Bus,Human Error,Fatal,2,2,2,Rainy,Dry,Yes,35.8,Manipal Hospital
ACC00761,2025-02-09,06:41:52,Kolkata,West Bengal,India,Pedestrian Involved,Human Error,Moderate,4,1,4,Foggy,Gravel,No,28.4,Manipal Hospital
ACC00762,2025-02-27,18:29:30,Delhi,Delhi,India,Pedestrian Involved,Poor Lighting,Severe,2,2,6,Rainy,Potholes,No,5.3,Fortis Healthcare
ACC00763,2025-01-20,00:55:29,Pune,Maharashtra,India,Vehicle Collision,Over Speeding,Minor,4,3,6,Foggy,Potholes,Yes,12.1,Fortis Healthcare
ACC00764,2025-04-10,21:49:31,Bengaluru,Karnataka,India,Truck,Brake Failure,Moderate,5,0,4,Rainy,Wet,Yes,7.4,Fortis Healthcare
ACC00765,2025-02-08,14:45:55,Hyderabad,Telangana,India,Bus,Road Conditions,Fatal,4,0,6,Rainy,Dry,No,8.4,Apollo Hospitals
ACC00766,2025-05-06,04:48:20,Ahmedabad,Gujarat,India,Pedestrian Involved,Weather Conditions,Minor,5,1,4,Stormy,Dry,Yes,7.4,Apollo Hospitals
ACC00767,2025-01-29,01:58:35,Lucknow,Uttar Pradesh,India,Vehicle Collision,Over Speeding,Moderate,5,0,4,Foggy,Potholes,No,35.3,Max Healthcare
ACC00768,2025-02-06,19:48:45,Kolkata,West Bengal,India,Train,Weather Conditions,Severe,3,1,3,Stormy,Potholes,Yes,44.0,AIIMS
ACC00769,2025-03-06,15:51:11,Delhi,Delhi,India,Vehicle Collision,Brake Failure,Fatal,2,0,5,Clear,Under Construction,No,43.0,Fortis Healthcare
ACC00770,2025-02-09,16:39:55,Chennai,Tamil Nadu,India,Slip & Fall,Human Error,Fatal,5,3,6,Rainy,Dry,No,5.7,AIIMS
ACC00771,2025-04-30,02:40:49,Mumbai,Maharashtra,India,Train,Poor Lighting,Fatal,2,3,4,Clear,Gravel,No,42.6,Manipal Hospital
ACC00772,2025-04-24,00:32:40,Delhi,Delhi,India,Fire Accident,Weather Conditions,Moderate,2,0,2,Stormy,Dry,No,38.3,Max Healthcare
ACC00773,2025-04-14,03:21:51,Pune,Maharashtra,India,Two-Wheeler,Brake Failure,Minor,4,1,2,Rainy,Wet,Yes,9.2,Apollo Hospitals
ACC00774,2025-05-08,03:34:22,Bengaluru,Karnataka,India,Train,Brake Failure,Severe,2,2,6,Stormy,Dry,Yes,41.9,Manipal Hospital
ACC00775,2025-02-11,03:10:30,Delhi,Delhi,India,Train,Road Conditions,Moderate,5,0,6,Foggy,Potholes,No,31.2,Max Healthcare
ACC00776,2025-03-09,16:09:10,Kolkata,West Bengal,India,Truck,Drunk Driving,Severe,1,2,1,Clear,Dry,No,34.6,Fortis Healthcare
ACC00777,2025-04-29,00:14:23,Delhi,Delhi,India,Train,Drunk Driving,Severe,4,0,3,Clear,Under Construction,Yes,38.9,Manipal Hospital
ACC00778,2025-02-22,04:08:36,Chennai,Tamil Nadu,India,Train,Road Conditions,Moderate,5,1,1,Stormy,Dry,No,17.6,AIIMS
ACC00779,2025-02-22,18:30:13,Hyderabad,Telangana,India,Slip & Fall,Poor Lighting,Fatal,2,2,2,Clear,Under Construction,No,17.4,Apollo Hospitals
ACC00780,2025-03-29,16:45:46,Ahmedabad,Gujarat,India,Slip & Fall,Poor Lighting,Moderate,4,2,6,Stormy,Dry,No,11.1,Fortis Healthcare
ACC00781,2025-03-14,09:48:12,Hyderabad,Telangana,India,Vehicle Collision,Road Conditions,Moderate,4,3,3,Rainy,Dry,No,18.5,Manipal Hospital
ACC00782,2025-03-11,03:48:15,Chennai,Tamil Nadu,India,Fire Accident,Brake Failure,Minor,5,2,3,Rainy,Under Construction,No,8.9,AIIMS
ACC00783,2025-03-06,13:56:22,Lucknow,Uttar Pradesh,India,Vehicle Collision,Road Conditions,Severe,4,1,5,Rainy,Potholes,No,16.6,Fortis Healthcare
ACC00784,2025-05-04,02:50:57,Hyderabad,Telangana,India,Truck,Road Conditions,Moderate,1,2,6,Clear,Wet,No,43.0,Manipal Hospital
ACC00785,2025-02-26,16:34:39,Bengaluru,Karnataka,India,Vehicle Collision,Over Speeding,Severe,4,1,1,Clear,Under Construction,No,28.7,Fortis Healthcare
ACC00786,2025-02-16,05:21:39,Kolkata,West Bengal,India,Truck,Over Speeding,Minor,2,3,4,Foggy,Under Construction,Yes,31.1,Manipal Hospital
ACC00787,2025-05-03,11:41:17,Delhi,Delhi,India,Slip & Fall,Road Conditions,Fatal,3,3,3,Clear,Dry,Yes,8.3,Manipal Hospital
ACC00788,2025-04-10,20:25:25,Jaipur,Rajasthan,India,Truck,Over Speeding,Fatal,3,0,5,Rainy,Potholes,No,45.0,Manipal Hospital
ACC00789,2025-05-02,09:35:49,Ahmedabad,Gujarat,India,Two-Wheeler,Over Speeding,Severe,1,1,4,Clear,Potholes,No,7.6,Max Healthcare
ACC00790,2025-01-07,02:18:40,Jaipur,Rajasthan,India,Pedestrian Involved,Road Conditions,Moderate,1,1,5,Rainy,Dry,No,37.0,Apollo Hospitals
ACC00791,2025-04-06,08:52:11,Mumbai,Maharashtra,India,Two-Wheeler,Human Error,Moderate,2,0,5,Foggy,Dry,Yes,44.2,Max Healthcare
ACC00792,2025-04-03,04:30:36,Ahmedabad,Gujarat,India,Train,Human Error,Moderate,4,0,2,Foggy,Dry,No,31.4,Manipal Hospital
ACC00793,2025-03-14,14:53:16,Bengaluru,Karnataka,India,Slip & Fall,Poor Lighting,Severe,5,2,5,Rainy,Dry,Yes,14.5,Fortis Healthcare
ACC00794,2025-02-08,19:28:53,Bengaluru,Karnataka,India,Bus,Road Conditions,Moderate,2,1,5,Foggy,Gravel,Yes,34.2,Manipal Hospital
ACC00795,2025-03-21,04:02:32,Delhi,Delhi,India,Bus,Weather Conditions,Fatal,2,3,4,Clear,Gravel,No,42.6,Fortis Healthcare
ACC00796,2025-03-24,07:55:55,Jaipur,Rajasthan,India,Truck,Over Speeding,Severe,2,2,5,Rainy,Potholes,Yes,17.7,Manipal Hospital
ACC00797,2025-02-13,13:13:05,Kolkata,West Bengal,India,Vehicle Collision,Human Error,Moderate,1,2,1,Clear,Under Construction,No,7.6,Apollo Hospitals
ACC00798,2025-03-18,12:52:51,Chennai,Tamil Nadu,India,Train,Road Conditions,Severe,2,1,3,Clear,Dry,No,44.2,Fortis Healthcare
ACC00799,2025-01-21,06:36:34,Kolkata,West Bengal,India,Pedestrian Involved,Road Conditions,Minor,2,2,5,Stormy,Dry,No,33.0,AIIMS
ACC00800,2025-04-30,14:51:21,Jaipur,Rajasthan,India,Bus,Human Error,Minor,1,1,3,Stormy,Wet,No,37.2,Max Healthcare
ACC00801,2025-04-10,05:01:58,Jaipur,Rajasthan,India,Fire Accident,Brake Failure,Moderate,3,0,6,Rainy,Wet,Yes,20.2,AIIMS
ACC00802,2025-01-19,05:10:00,Mumbai,Maharashtra,India,Train,Poor Lighting,Moderate,5,3,6,Stormy,Wet,No,44.4,Manipal Hospital
ACC00803,2025-01-16,04:09:27,Jaipur,Rajasthan,India,Bus,Weather Conditions,Fatal,5,1,3,Clear,Gravel,No,35.8,Apollo Hospitals
ACC00804,2025-03-20,11:22:38,Delhi,Delhi,India,Pedestrian Involved,Poor Lighting,Moderate,1,1,5,Clear,Dry,No,27.2,Manipal Hospital
ACC00805,2025-02-11,17:14:13,Mumbai,Maharashtra,India,Fire Accident,Poor Lighting,Moderate,4,3,5,Clear,Potholes,Yes,29.7,Apollo Hospitals
ACC00806,2025-01-24,09:12:13,Kolkata,West Bengal,India,Train,Drunk Driving,Minor,5,3,2,Rainy,Wet,Yes,19.7,Fortis Healthcare
ACC00807,2025-02-09,18:53:24,Jaipur,Rajasthan,India,Train,Over Speeding,Fatal,4,3,2,Foggy,Dry,No,41.6,Fortis Healthcare
ACC00808,2025-01-04,12:38:15,Jaipur,Rajasthan,India,Pedestrian Involved,Weather Conditions,Severe,4,2,3,Rainy,Dry,No,13.7,AIIMS
ACC00809,2025-03-18,07:54:18,Jaipur,Rajasthan,India,Vehicle Collision,Brake Failure,Fatal,1,2,1,Stormy,Gravel,No,19.2,Apollo Hospitals
ACC00810,2025-02-24,05:27:04,Chennai,Tamil Nadu,India,Two-Wheeler,Brake Failure,Severe,1,0,4,Stormy,Wet,Yes,26.2,Fortis Healthcare
ACC00811,2025-01-26,01:10:25,Kolkata,West Bengal,India,Pedestrian Involved,Brake Failure,Minor,2,2,2,Stormy,Potholes,No,17.0,Manipal Hospital
ACC00812,2025-02-01,00:09:17,Bengaluru,Karnataka,India,Bus,Over Speeding,Fatal,4,1,2,Foggy,Potholes,Yes,19.4,Fortis Healthcare
ACC00813,2025-03-17,19:26:09,Delhi,Delhi,India,Truck,Weather Conditions,Minor,2,3,4,Foggy,Dry,Yes,31.6,Manipal Hospital
ACC00814,2025-05-01,05:28:24,Ahmedabad,Gujarat,India,Pedestrian Involved,Brake Failure,Fatal,5,3,6,Rainy,Gravel,No,25.1,Manipal Hospital
ACC00815,2025-01-13,08:27:10,Bengaluru,Karnataka,India,Pedestrian Involved,Over Speeding,Minor,2,1,3,Clear,Wet,Yes,32.1,AIIMS
ACC00816,2025-01-23,13:44:12,Kolkata,West Bengal,India,Vehicle Collision,Brake Failure,Fatal,3,2,4,Clear,Potholes,Yes,29.7,Max Healthcare
ACC00817,2025-01-23,09:58:37,Bengaluru,Karnataka,India,Truck,Weather Conditions,Minor,3,1,6,Stormy,Wet,No,33.3,Apollo Hospitals
ACC00818,2025-03-20,08:06:23,Jaipur,Rajasthan,India,Two-Wheeler,Drunk Driving,Moderate,2,0,2,Stormy,Dry,No,44.6,Fortis Healthcare
ACC00819,2025-03-09,12:50:17,Kolkata,West Bengal,India,Vehicle Collision,Human Error,Moderate,1,0,4,Stormy,Under Construction,No,33.0,Fortis Healthcare
ACC00820,2025-05-02,17:07:29,Hyderabad,Telangana,India,Train,Brake Failure,Fatal,1,3,6,Clear,Gravel,Yes,15.8,AIIMS
ACC00821,2025-02-25,04:33:26,Chennai,Tamil Nadu,India,Fire Accident,Drunk Driving,Severe,1,1,1,Clear,Dry,No,13.5,Manipal Hospital
ACC00822,2025-04-11,12:40:48,Ahmedabad,Gujarat,India,Pedestrian Involved,Brake Failure,Moderate,3,3,3,Foggy,Gravel,Yes,8.9,Apollo Hospitals
ACC00823,2025-03-24,09:53:20,Jaipur,Rajasthan,India,Two-Wheeler,Weather Conditions,Severe,3,2,2,Foggy,Wet,No,8.5,Apollo Hospitals
ACC00824,2025-04-07,04:07:32,Bengaluru,Karnataka,India,Pedestrian Involved,Over Speeding,Moderate,2,3,1,Clear,Under Construction,No,17.1,Manipal Hospital
ACC00825,2025-02-27,18:24:44,Hyderabad,Telangana,India,Two-Wheeler,Over Speeding,Moderate,2,3,5,Foggy,Under Construction,No,40.8,Manipal Hospital
ACC00826,2025-01-02,20:28:17,Delhi,Delhi,India,Fire Accident,Over Speeding,Fatal,4,0,2,Foggy,Wet,No,6.8,Max Healthcare
